21/jun/2016,Apple,94.94,96.35,94.68,95.91,35229500,95.91
21/jun/2016,Honda,26.47,26.54,26.32,26.41,604100,26.41
21/jun/2016,Int,1510,1510.9,1490.5,1494.8,796700,1494.8
21/jun/2016,SBI,215,217.5,213.15,214,18960300,214
22/Jun/2016,Ebay,24.62,24.75,24.32,24.34,6448400,24.34
22/Jun/2016,Facebook,114.65,114.74,113.61,113.91,14751100,113.91
22/Jun/2016,GLF,3.56,3.77,3.35,3.47,2586000,3.47
22/Jun/2016,YesBank,1075,1081.6,1066.8,1078.85,2021000,1078.85
22/Jun/2016,TCS,2650,2677.7,2631.75,2667.65,880800,2667.65
22/Jun/2016,Ford,13.39,13.55,13.39,13.42,29636500,13.42
22/Jun/2016,Gail,384.5,384.8,373.45,374.8,1064000,374.8
22/Jun/2016,Maruti,4144.95,4175.95,4126.4,4149.4,33800,4114.57
22/Jun/2016,Volkswagen,132.55,133.5,131.12,131.42,1200,131.31
22/Jun/2016,Apollo,1311.8,1311.8,1291.25,1306.35,101400,1306.35
22/Jun/2016,RelianceCom,48.65,48.75,47.5,47.7,16665900,47.7
22/jun/2016,Apple,96.25,96.89,95.35,95.55,28971100,95.55
22/jun/2016,Honda,25.9,26.25,25.77,25.93,1347000,25.93
22/jun/2016,Int,1496,1503,1480.2,1491.55,1209200,1491.55
22/jun/2016,SBI,214,215.25,211.45,212.9,16395500,212.9
23/Jun/2016,Ebay,24.69,24.95,24.6,24.85,9326200,24.85
23/Jun/2016,Facebook,114.37,115.09,113.54,115.08,16016000,115.08
23/Jun/2016,GLF,3.65,3.8,3.41,3.48,2266900,3.48
23/Jun/2016,YesBank,1076.3,1115,1076.3,1110.8,3861700,1110.8
23/Jun/2016,TCS,2655,2659.5,2625.3,2645.35,698500,2645.35
23/Jun/2016,Ford,13.44,13.44,13.18,13.22,36672100,13.22
23/Jun/2016,Gail,374,376.8,370.7,375.55,1251300,375.55
23/Jun/2016,Maruti,4149.4,4169,4121.8,4162.65,28900,4127.71
23/Jun/2016,Volkswagen,131.57,135.55,131.55,135.55,800,135.55
23/Jun/2016,Apollo,1305,1307.9,1293.05,1303.1,119200,1303.1
23/Jun/2016,RelianceCom,48.2,50.45,48.1,49.7,41443900,49.7
23/jun/2016,Apple,95.94,96.29,95.25,96.1,31863500,96.1
23/jun/2016,Honda,26.53,26.66,26.44,26.63,861400,26.63
23/jun/2016,Int,1487.1,1507.95,1473.4,1498.6,1369300,1498.6
23/jun/2016,SBI,213,218,212.75,217.55,20666600,217.55
24/Jun/2016,Ebay,23.77,23.89,22.81,23.13,24312700,23.13
24/Jun/2016,Facebook,111.01,113.68,111,112.08,39992100,112.08
24/Jun/2016,GLF,3.33,3.46,3.1,3.21,4189100,3.21
24/Jun/2016,YesBank,1062.25,1086.45,1042,1080.5,5361000,1080.5
24/Jun/2016,TCS,2565.15,2593.2,2514.15,2573.95,1883200,2573.95
24/Jun/2016,Ford,13.23,13.31,13.15,13.18,20634600,13.18
24/Jun/2016,Gail,371,378.75,361.6,377.15,1150800,377.15
24/Jun/2016,Maruti,4071,4099,3868.1,4069.15,195400,4035
24/Jun/2016,Volkswagen,115.3,129.3,115.3,127.5,10200,127.5
24/Jun/2016,Apollo,1288.9,1309.95,1267.85,1306.05,139800,1306.05
24/Jun/2016,RelianceCom,48,48,45.25,47.2,41444400,47.2
24/jun/2016,Apple,92.91,94.66,92.65,93.4,75311400,93.4
24/jun/2016,Honda,25.28,25.67,25.26,25.27,1054700,25.27
24/jun/2016,Int,1448.5,1468,1401,1430.6,4560500,1430.6
24/jun/2016,SBI,205.9,212.35,202.5,211.25,47224600,211.25
27/Jun/2016,Ebay,22.95,23.12,22.3,22.72,12862200,22.72
27/Jun/2016,Facebook,111.57,111.57,108.23,108.97,36130400,108.97
27/Jun/2016,GLF,3.1,3.18,2.95,3.06,1708900,3.06
27/Jun/2016,YesBank,1070.45,1089.9,1069.95,1075.75,2890500,1075.75
27/Jun/2016,TCS,2547,2547,2482.65,2495.85,2136200,2495.85
27/Jun/2016,Ford,13.29,13.41,13.28,13.4,24390800,13.4
27/Jun/2016,Gail,376.85,382.75,374.1,379.95,999700,379.95
27/Jun/2016,Maruti,4069.15,4069.15,4008,4030.7,98300,3996.87
27/Jun/2016,Volkswagen,127.4,128.75,120,121,3700,121
27/Jun/2016,Apollo,1291.3,1313.05,1291.3,1302.85,174300,1302.85
27/Jun/2016,RelianceCom,47.6,48.5,47.5,47.65,18541100,47.65
27/jun/2016,Apple,93,93.05,91.5,92.04,45489600,92.04
27/jun/2016,Honda,25,25,24.52,24.76,2000100,24.76
27/jun/2016,Int,1428.95,1469.4,1428,1466.75,1706700,1466.75
27/jun/2016,SBI,210.8,218.85,210.55,217.15,29021600,217.15
28/Jun/2016,Ebay,22.89,23.11,22.77,22.99,11845800,22.99
28/Jun/2016,Facebook,110.63,112.75,110.55,112.7,26347600,112.7
